node_id,year,train_mask,test_mask
0,1948,True,False
1,1957,True,False
2,1958,True,False
3,1959,True,False
4,1962,True,False
5,1962,True,False
6,1962,True,False
7,1964,True,False
8,1964,True,False
9,1965,True,False
10,1965,True,False
11,1967,True,False
12,1967,True,False
13,1967,True,False
14,1967,True,False
15,1967,True,False
16,1968,True,False
17,1968,True,False
18,1968,True,False
19,1968,True,False
20,1968,True,False
21,1969,True,False
22,1969,True,False
23,1970,True,False
24,1970,True,False
25,1970,True,False
26,1970,True,False
27,1970,True,False
28,1971,True,False
29,1971,True,False
30,1971,True,False
31,1971,True,False
32,1971,True,False
33,1971,True,False
34,1971,True,False
35,1971,True,False
36,1971,True,False
37,1971,True,False
38,1971,True,False
39,1972,True,False
40,1972,True,False
41,1972,True,False
42,1972,True,False
43,1972,True,False
44,1972,True,False
45,1972,True,False
46,1973,True,False
47,1973,True,False
48,1973,True,False
49,1973,True,False
50,1973,True,False
51,1973,True,False
52,1974,True,False
53,1974,True,False
54,1974,True,False
55,1974,True,False
56,1974,True,False
57,1974,True,False
58,1974,True,False
59,1975,True,False
60,1975,True,False
61,1975,True,False
62,1975,True,False
63,1975,True,False
64,1975,True,False
65,1975,True,False
66,1975,True,False
67,1975,True,False
68,1975,True,False
69,1975,True,False
70,1975,True,False
71,1976,True,False
72,1976,True,False
73,1976,True,False
74,1976,True,False
75,1976,True,False
76,1976,True,False
77,1976,True,False
78,1976,True,False
79,1976,True,False
80,1976,True,False
81,1976,True,False
82,1977,True,False
83,1977,True,False
84,1977,True,False
85,1977,True,False
86,1977,True,False
87,1977,True,False
88,1977,True,False
89,1977,True,False
90,1977,True,False
91,1977,True,False
92,1977,True,False
93,1977,True,False
94,1978,True,False
95,1978,True,False
96,1978,True,False
97,1978,True,False
98,1978,True,False
99,1978,True,False
100,1978,True,False
101,1978,True,False
102,1978,True,False
103,1978,True,False
104,1978,True,False
105,1978,True,False
106,1978,True,False
107,1978,True,False
108,1978,True,False
109,1978,True,False
110,1978,True,False
111,1978,True,False
112,1979,True,False
113,1979,True,False
114,1979,True,False
115,1979,True,False
116,1979,True,False
117,1979,True,False
118,1979,True,False
119,1979,True,False
120,1979,True,False
121,1979,True,False
122,1979,True,False
123,1979,True,False
124,1979,True,False
125,1979,True,False
126,1979,True,False
127,1979,True,False
128,1980,True,False
129,1980,True,False
130,1980,True,False
131,1980,True,False
132,1980,True,False
133,1980,True,False
134,1980,True,False
135,1980,True,False
136,1980,True,False
137,1980,True,False
138,1980,True,False
139,1980,True,False
140,1980,True,False
141,1980,True,False
142,1980,True,False
143,1980,True,False
144,1981,True,False
145,1981,True,False
146,1981,True,False
147,1981,True,False
148,1981,True,False
149,1981,True,False
150,1981,True,False
151,1981,True,False
152,1981,True,False
153,1981,True,False
154,1981,True,False
155,1981,True,False
156,1981,True,False
157,1981,True,False
158,1981,True,False
159,1981,True,False
160,1981,True,False
161,1981,True,False
162,1981,True,False
163,1981,True,False
164,1981,True,False
165,1981,True,False
166,1981,True,False
167,1981,True,False
168,1981,True,False
169,1981,True,False
170,1981,True,False
171,1981,True,False
172,1981,True,False
173,1981,True,False
174,1981,True,False
175,1981,True,False
176,1981,True,False
177,1981,True,False
178,1981,True,False
179,1981,True,False
180,1981,True,False
181,1981,True,False
182,1981,True,False
183,1982,True,False
184,1982,True,False
185,1982,True,False
186,1982,True,False
187,1982,True,False
188,1982,True,False
189,1982,True,False
190,1982,True,False
191,1982,True,False
192,1982,True,False
193,1982,True,False
194,1982,True,False
195,1982,True,False
196,1982,True,False
197,1982,True,False
198,1982,True,False
199,1982,True,False
200,1982,True,False
201,1982,True,False
202,1982,True,False
203,1982,True,False
204,1982,True,False
205,1982,True,False
206,1982,True,False
207,1982,True,False
208,1982,True,False
209,1982,True,False
210,1982,True,False
211,1982,True,False
212,1982,True,False
213,1982,True,False
214,1982,True,False
215,1982,True,False
216,1982,True,False
217,1982,True,False
218,1982,True,False
219,1982,True,False
220,1982,True,False
221,1982,True,False
222,1982,True,False
223,1982,True,False
224,1982,True,False
225,1983,True,False
226,1983,True,False
227,1983,True,False
228,1983,True,False
229,1983,True,False
230,1983,True,False
231,1983,True,False
232,1983,True,False
233,1983,True,False
234,1983,True,False
235,1983,True,False
236,1983,True,False
237,1983,True,False
238,1983,True,False
239,1983,True,False
240,1983,True,False
241,1983,True,False
242,1983,True,False
243,1983,True,False
244,1983,True,False
245,1983,True,False
246,1983,True,False
247,1983,True,False
248,1983,True,False
249,1983,True,False
250,1983,True,False
251,1983,True,False
252,1983,True,False
253,1983,True,False
254,1983,True,False
255,1983,True,False
256,1983,True,False
257,1983,True,False
258,1983,True,False
259,1983,True,False
260,1983,True,False
261,1983,True,False
262,1983,True,False
263,1983,True,False
264,1983,True,False
265,1983,True,False
266,1983,True,False
267,1983,True,False
268,1983,True,False
269,1983,True,False
270,1983,True,False
271,1983,True,False
272,1983,True,False
273,1983,True,False
274,1983,True,False
275,1983,True,False
